Frame,Fish_ID,Center_X,Center_Y
5,4,485,187
6,4,484,193
7,4,483,197
8,4,486,202
9,4,493,199
9,6,240,106
10,4,495,197
10,6,223,121
11,6,217,140
13,6,205,153
79,4,531,234
80,4,517,233
81,4,503,234
120,23,569,186
125,26,502,208
127,28,276,122
127,26,480,217
128,28,286,132
128,26,483,226
129,26,482,231
130,26,480,233
130,28,265,149
131,26,481,234
131,31,37,167
131,28,254,150
132,26,481,233
133,26,480,226
134,26,474,216
137,28,220,180
