Frame,Fish_ID,Center_X,Center_Y
37,18,39,262
46,23,595,240
47,23,591,253
50,23,594,283
61,35,525,171
69,18,55,295
81,49,477,283
108,70,588,260
109,70,584,269
121,75,537,168
122,75,541,169
122,70,588,292
139,75,549,183
141,92,535,279
148,92,533,259
149,99,138,392
149,92,542,253
